         ps   /test_counter_10bit/button1  /test_counter_10bit/led5  /test_counter_10bit/led10             
                   /test_counter_10bit/led1  /test_counter_10bit/led6                                      
                     /test_counter_10bit/led2  /test_counter_10bit/led7                                    
                       /test_counter_10bit/led3  /test_counter_10bit/led8                                  
                         /test_counter_10bit/led4  /test_counter_10bit/led9                                
       3670                             1 0 0 0 1                 1 1 0 1 0                  0 
       3680                             0 0 0 0 1                 1 1 0 1 0                  0 
       3690                             1 1 0 0 1                 1 1 0 1 0                  0 
       3700                             0 1 0 0 1                 1 1 0 1 0                  0 
       3710                             1 0 1 0 1                 1 1 0 1 0                  0 
       3720                             0 0 1 0 1                 1 1 0 1 0                  0 
       3730                             1 1 1 0 1                 1 1 0 1 0                  0 
       3740                             0 1 1 0 1                 1 1 0 1 0                  0 
       3750                             1 0 0 1 1                 1 1 0 1 0                  0 
       3760                             0 0 0 1 1                 1 1 0 1 0                  0 
       3770                             1 1 0 1 1                 1 1 0 1 0                  0 
       3780                             0 1 0 1 1                 1 1 0 1 0                  0 
       3790                             1 0 1 1 1                 1 1 0 1 0                  0 
       3800                             0 0 1 1 1                 1 1 0 1 0                  0 
       3810                             1 1 1 1 1                 1 1 0 1 0                  0 
       3820                             0 1 1 1 1                 1 1 0 1 0                  0 
       3830                             1 0 0 0 0                 0 0 1 1 0                  0 
       3840                             0 0 0 0 0                 0 0 1 1 0                  0 
       3850                             1 1 0 0 0                 0 0 1 1 0                  0 
       3860                             0 1 0 0 0                 0 0 1 1 0                  0 
       3870                             1 0 1 0 0                 0 0 1 1 0                  0 
       3880                             0 0 1 0 0                 0 0 1 1 0                  0 
       3890                             1 1 1 0 0                 0 0 1 1 0                  0 
       3900                             0 1 1 0 0                 0 0 1 1 0                  0 
       3910                             1 0 0 1 0                 0 0 1 1 0                  0 
       3920                             0 0 0 1 0                 0 0 1 1 0                  0 
       3930                             1 1 0 1 0                 0 0 1 1 0                  0 
       3940                             0 1 0 1 0                 0 0 1 1 0                  0 
       3950                             1 0 1 1 0                 0 0 1 1 0                  0 
       3960                             0 0 1 1 0                 0 0 1 1 0                  0 
       3970                             1 1 1 1 0                 0 0 1 1 0                  0 
       3980                             0 1 1 1 0                 0 0 1 1 0                  0 
       3990                             1 0 0 0 1                 0 0 1 1 0                  0 
       4000                             0 0 0 0 1                 0 0 1 1 0                  0 
       4010                             1 1 0 0 1                 0 0 1 1 0                  0 
       4020                             0 1 0 0 1                 0 0 1 1 0                  0 
       4030                             1 0 1 0 1                 0 0 1 1 0                  0 
       4040                             0 0 1 0 1                 0 0 1 1 0                  0 
       4050                             1 1 1 0 1                 0 0 1 1 0                  0 
       4060                             0 1 1 0 1                 0 0 1 1 0                  0 
       4070                             1 0 0 1 1                 0 0 1 1 0                  0 
       4080                             0 0 0 1 1                 0 0 1 1 0                  0 
       4090                             1 1 0 1 1                 0 0 1 1 0                  0 
       4100                             0 1 0 1 1                 0 0 1 1 0                  0 
       4110                             1 0 1 1 1                 0 0 1 1 0                  0 
       4120                             0 0 1 1 1                 0 0 1 1 0                  0 
       4130                             1 1 1 1 1                 0 0 1 1 0                  0 
       4140                             0 1 1 1 1                 0 0 1 1 0                  0 
       4150                             1 0 0 0 0                 1 0 1 1 0                  0 
       4160                             0 0 0 0 0                 1 0 1 1 0                  0 
       4170                             1 1 0 0 0                 1 0 1 1 0                  0 
       4180                             0 1 0 0 0                 1 0 1 1 0                  0 
       4190                             1 0 1 0 0                 1 0 1 1 0                  0 
       4200                             0 0 1 0 0                 1 0 1 1 0                  0 
       4210                             1 1 1 0 0                 1 0 1 1 0                  0 
       4220                             0 1 1 0 0                 1 0 1 1 0                  0 
       4230                             1 0 0 1 0                 1 0 1 1 0                  0 
       4240                             0 0 0 1 0                 1 0 1 1 0                  0 
       4250                             1 1 0 1 0                 1 0 1 1 0                  0 
       4260                             0 1 0 1 0                 1 0 1 1 0                  0 
       4270                             1 0 1 1 0                 1 0 1 1 0                  0 
       4280                             0 0 1 1 0                 1 0 1 1 0                  0 
       4290                             1 1 1 1 0                 1 0 1 1 0                  0 
       4300                             0 1 1 1 0                 1 0 1 1 0                  0 
       4310                             1 0 0 0 1                 1 0 1 1 0                  0 
       4320                             0 0 0 0 1                 1 0 1 1 0                  0 
       4330                             1 1 0 0 1                 1 0 1 1 0                  0 
       4340                             0 1 0 0 1                 1 0 1 1 0                  0 
       4350                             1 0 1 0 1                 1 0 1 1 0                  0 
       4360                             0 0 1 0 1                 1 0 1 1 0                  0 
       4370                             1 1 1 0 1                 1 0 1 1 0                  0 
       4380                             0 1 1 0 1                 1 0 1 1 0                  0 
       4390                             1 0 0 1 1                 1 0 1 1 0                  0 
       4400                             0 0 0 1 1                 1 0 1 1 0                  0 
       4410                             1 1 0 1 1                 1 0 1 1 0                  0 
       4420                             0 1 0 1 1                 1 0 1 1 0                  0 
       4430                             1 0 1 1 1                 1 0 1 1 0                  0 
       4440                             0 0 1 1 1                 1 0 1 1 0                  0 
       4450                             1 1 1 1 1                 1 0 1 1 0                  0 
       4460                             0 1 1 1 1                 1 0 1 1 0                  0 
