         ps   /test_shiftregistersipo_4bit/button1  /test_shiftregistersipo_4bit/out4        
                    /test_shiftregistersipo_4bit/in1                                         
                     /test_shiftregistersipo_4bit/out1                                       
                       /test_shiftregistersipo_4bit/out2                                     
                         /test_shiftregistersipo_4bit/out3                                   
      40580                                      0 1 1 0 0                          0 
      40590                                      1 1 1 1 0                          0 
      40600                                      0 1 1 1 0                          0 
      40610                                      1 1 1 1 1                          0 
      40620                                      0 1 1 1 1                          0 
      40630                                      1 1 1 1 1                          1 
      40640                                      0 0 1 1 1                          1 
      40650                                      1 0 0 1 1                          1 
      40660                                      0 0 0 1 1                          1 
      40670                                      1 0 0 0 1                          1 
      40680                                      0 0 0 0 1                          1 
      40690                                      1 0 0 0 0                          1 
      40700                                      0 0 0 0 0                          1 
      40710                                      1 0 0 0 0                          0 
      40720                                      0 1 0 0 0                          0 
      40730                                      1 1 1 0 0                          0 
      40740                                      0 1 1 0 0                          0 
      40750                                      1 1 1 1 0                          0 
      40760                                      0 1 1 1 0                          0 
      40770                                      1 1 1 1 1                          0 
      40780                                      0 1 1 1 1                          0 
      40790                                      1 1 1 1 1                          1 
      40800                                      0 0 1 1 1                          1 
      40810                                      1 0 0 1 1                          1 
      40820                                      0 0 0 1 1                          1 
      40830                                      1 0 0 0 1                          1 
      40840                                      0 0 0 0 1                          1 
      40850                                      1 0 0 0 0                          1 
      40860                                      0 0 0 0 0                          1 
      40870                                      1 0 0 0 0                          0 
      40880                                      0 1 0 0 0                          0 
      40890                                      1 1 1 0 0                          0 
      40900                                      0 1 1 0 0                          0 
      40910                                      1 1 1 1 0                          0 
      40920                                      0 1 1 1 0                          0 
      40930                                      1 1 1 1 1                          0 
      40940                                      0 1 1 1 1                          0 
      40950                                      1 1 1 1 1                          1 
      40960                                      0 0 1 1 1                          1 
      40970                                      1 0 0 1 1                          1 
      40980                                      0 0 0 1 1                          1 
      40990                                      1 0 0 0 1                          1 
      41000                                      0 0 0 0 1                          1 
      41010                                      1 0 0 0 0                          1 
      41020                                      0 0 0 0 0                          1 
      41030                                      1 0 0 0 0                          0 
      41040                                      0 1 0 0 0                          0 
      41050                                      1 1 1 0 0                          0 
      41060                                      0 1 1 0 0                          0 
      41070                                      1 1 1 1 0                          0 
      41080                                      0 1 1 1 0                          0 
      41090                                      1 1 1 1 1                          0 
      41100                                      0 1 1 1 1                          0 
      41110                                      1 1 1 1 1                          1 
      41120                                      0 0 1 1 1                          1 
      41130                                      1 0 0 1 1                          1 
      41140                                      0 0 0 1 1                          1 
      41150                                      1 0 0 0 1                          1 
      41160                                      0 0 0 0 1                          1 
      41170                                      1 0 0 0 0                          1 
      41180                                      0 0 0 0 0                          1 
      41190                                      1 0 0 0 0                          0 
      41200                                      0 1 0 0 0                          0 
      41210                                      1 1 1 0 0                          0 
      41220                                      0 1 1 0 0                          0 
      41230                                      1 1 1 1 0                          0 
      41240                                      0 1 1 1 0                          0 
      41250                                      1 1 1 1 1                          0 
      41260                                      0 1 1 1 1                          0 
      41270                                      1 1 1 1 1                          1 
      41280                                      0 0 1 1 1                          1 
      41290                                      1 0 0 1 1                          1 
      41300                                      0 0 0 1 1                          1 
      41310                                      1 0 0 0 1                          1 
      41320                                      0 0 0 0 1                          1 
      41330                                      1 0 0 0 0                          1 
      41340                                      0 0 0 0 0                          1 
      41350                                      1 0 0 0 0                          0 
      41360                                      0 1 0 0 0                          0 
      41370                                      1 1 1 0 0                          0 
      41380                                      0 1 1 0 0                          0 
      41390                                      1 1 1 1 0                          0 
      41400                                      0 1 1 1 0                          0 
      41410                                      1 1 1 1 1                          0 
      41420                                      0 1 1 1 1                          0 
      41430                                      1 1 1 1 1                          1 
      41440                                      0 0 1 1 1                          1 
      41450                                      1 0 0 1 1                          1 
      41460                                      0 0 0 1 1                          1 
      41470                                      1 0 0 0 1                          1 
      41480                                      0 0 0 0 1                          1 
      41490                                      1 0 0 0 0                          1 
      41500                                      0 0 0 0 0                          1 
      41510                                      1 0 0 0 0                          0 
      41520                                      0 1 0 0 0                          0 
      41530                                      1 1 1 0 0                          0 
      41540                                      0 1 1 0 0                          0 
      41550                                      1 1 1 1 0                          0 
      41560                                      0 1 1 1 0                          0 
      41570                                      1 1 1 1 1                          0 
      41580                                      0 1 1 1 1                          0 
      41590                                      1 1 1 1 1                          1 
      41600                                      0 0 1 1 1                          1 
      41610                                      1 0 0 1 1                          1 
      41620                                      0 0 0 1 1                          1 
      41630                                      1 0 0 0 1                          1 
      41640                                      0 0 0 0 1                          1 
      41650                                      1 0 0 0 0                          1 
      41660                                      0 0 0 0 0                          1 
      41670                                      1 0 0 0 0                          0 
      41680                                      0 1 0 0 0                          0 
      41690                                      1 1 1 0 0                          0 
      41700                                      0 1 1 0 0                          0 
      41710                                      1 1 1 1 0                          0 
      41720                                      0 1 1 1 0                          0 
      41730                                      1 1 1 1 1                          0 
      41740                                      0 1 1 1 1                          0 
      41750                                      1 1 1 1 1                          1 
      41760                                      0 0 1 1 1                          1 
      41770                                      1 0 0 1 1                          1 
      41780                                      0 0 0 1 1                          1 
      41790                                      1 0 0 0 1                          1 
      41800                                      0 0 0 0 1                          1 
      41810                                      1 0 0 0 0                          1 
      41820                                      0 0 0 0 0                          1 
      41830                                      1 0 0 0 0                          0 
      41840                                      0 1 0 0 0                          0 
      41850                                      1 1 1 0 0                          0 
      41860                                      0 1 1 0 0                          0 
      41870                                      1 1 1 1 0                          0 
      41880                                      0 1 1 1 0                          0 
      41890                                      1 1 1 1 1                          0 
      41900                                      0 1 1 1 1                          0 
      41910                                      1 1 1 1 1                          1 
      41920                                      0 0 1 1 1                          1 
      41930                                      1 0 0 1 1                          1 
      41940                                      0 0 0 1 1                          1 
      41950                                      1 0 0 0 1                          1 
      41960                                      0 0 0 0 1                          1 
      41970                                      1 0 0 0 0                          1 
      41980                                      0 0 0 0 0                          1 
      41990                                      1 0 0 0 0                          0 
      42000                                      0 1 0 0 0                          0 
      42010                                      1 1 1 0 0                          0 
      42020                                      0 1 1 0 0                          0 
      42030                                      1 1 1 1 0                          0 
      42040                                      0 1 1 1 0                          0 
      42050                                      1 1 1 1 1                          0 
      42060                                      0 1 1 1 1                          0 
      42070                                      1 1 1 1 1                          1 
      42080                                      0 0 1 1 1                          1 
      42090                                      1 0 0 1 1                          1 
      42100                                      0 0 0 1 1                          1 
      42110                                      1 0 0 0 1                          1 
      42120                                      0 0 0 0 1                          1 
      42130                                      1 0 0 0 0                          1 
      42140                                      0 0 0 0 0                          1 
      42150                                      1 0 0 0 0                          0 
      42160                                      0 1 0 0 0                          0 
      42170                                      1 1 1 0 0                          0 
      42180                                      0 1 1 0 0                          0 
      42190                                      1 1 1 1 0                          0 
      42200                                      0 1 1 1 0                          0 
      42210                                      1 1 1 1 1                          0 
      42220                                      0 1 1 1 1                          0 
      42230                                      1 1 1 1 1                          1 
      42240                                      0 0 1 1 1                          1 
      42250                                      1 0 0 1 1                          1 
      42260                                      0 0 0 1 1                          1 
      42270                                      1 0 0 0 1                          1 
      42280                                      0 0 0 0 1                          1 
      42290                                      1 0 0 0 0                          1 
      42300                                      0 0 0 0 0                          1 
      42310                                      1 0 0 0 0                          0 
      42320                                      0 1 0 0 0                          0 
      42330                                      1 1 1 0 0                          0 
      42340                                      0 1 1 0 0                          0 
      42350                                      1 1 1 1 0                          0 
      42360                                      0 1 1 1 0                          0 
      42370                                      1 1 1 1 1                          0 
      42380                                      0 1 1 1 1                          0 
      42390                                      1 1 1 1 1                          1 
      42400                                      0 0 1 1 1                          1 
      42410                                      1 0 0 1 1                          1 
      42420                                      0 0 0 1 1                          1 
      42430                                      1 0 0 0 1                          1 
      42440                                      0 0 0 0 1                          1 
      42450                                      1 0 0 0 0                          1 
      42460                                      0 0 0 0 0                          1 
      42470                                      1 0 0 0 0                          0 
      42480                                      0 1 0 0 0                          0 
      42490                                      1 1 1 0 0                          0 
      42500                                      0 1 1 0 0                          0 
      42510                                      1 1 1 1 0                          0 
      42520                                      0 1 1 1 0                          0 
      42530                                      1 1 1 1 1                          0 
      42540                                      0 1 1 1 1                          0 
      42550                                      1 1 1 1 1                          1 
      42560                                      0 0 1 1 1                          1 
      42570                                      1 0 0 1 1                          1 
      42580                                      0 0 0 1 1                          1 
      42590                                      1 0 0 0 1                          1 
      42600                                      0 0 0 0 1                          1 
      42610                                      1 0 0 0 0                          1 
      42620                                      0 0 0 0 0                          1 
      42630                                      1 0 0 0 0                          0 
      42640                                      0 1 0 0 0                          0 
      42650                                      1 1 1 0 0                          0 
      42660                                      0 1 1 0 0                          0 
      42670                                      1 1 1 1 0                          0 
      42680                                      0 1 1 1 0                          0 
      42690                                      1 1 1 1 1                          0 
      42700                                      0 1 1 1 1                          0 
      42710                                      1 1 1 1 1                          1 
      42720                                      0 0 1 1 1                          1 
      42730                                      1 0 0 1 1                          1 
      42740                                      0 0 0 1 1                          1 
      42750                                      1 0 0 0 1                          1 
      42760                                      0 0 0 0 1                          1 
      42770                                      1 0 0 0 0                          1 
      42780                                      0 0 0 0 0                          1 
      42790                                      1 0 0 0 0                          0 
      42800                                      0 1 0 0 0                          0 
      42810                                      1 1 1 0 0                          0 
      42820                                      0 1 1 0 0                          0 
      42830                                      1 1 1 1 0                          0 
      42840                                      0 1 1 1 0                          0 
      42850                                      1 1 1 1 1                          0 
      42860                                      0 1 1 1 1                          0 
      42870                                      1 1 1 1 1                          1 
      42880                                      0 0 1 1 1                          1 
      42890                                      1 0 0 1 1                          1 
      42900                                      0 0 0 1 1                          1 
      42910                                      1 0 0 0 1                          1 
      42920                                      0 0 0 0 1                          1 
      42930                                      1 0 0 0 0                          1 
      42940                                      0 0 0 0 0                          1 
      42950                                      1 0 0 0 0                          0 
      42960                                      0 1 0 0 0                          0 
      42970                                      1 1 1 0 0                          0 
      42980                                      0 1 1 0 0                          0 
      42990                                      1 1 1 1 0                          0 
      43000                                      0 1 1 1 0                          0 
      43010                                      1 1 1 1 1                          0 
      43020                                      0 1 1 1 1                          0 
      43030                                      1 1 1 1 1                          1 
      43040                                      0 0 1 1 1                          1 
      43050                                      1 0 0 1 1                          1 
      43060                                      0 0 0 1 1                          1 
      43070                                      1 0 0 0 1                          1 
      43080                                      0 0 0 0 1                          1 
      43090                                      1 0 0 0 0                          1 
      43100                                      0 0 0 0 0                          1 
      43110                                      1 0 0 0 0                          0 
      43120                                      0 1 0 0 0                          0 
      43130                                      1 1 1 0 0                          0 
      43140                                      0 1 1 0 0                          0 
      43150                                      1 1 1 1 0                          0 
      43160                                      0 1 1 1 0                          0 
      43170                                      1 1 1 1 1                          0 
      43180                                      0 1 1 1 1                          0 
      43190                                      1 1 1 1 1                          1 
      43200                                      0 0 1 1 1                          1 
      43210                                      1 0 0 1 1                          1 
      43220                                      0 0 0 1 1                          1 
      43230                                      1 0 0 0 1                          1 
      43240                                      0 0 0 0 1                          1 
      43250                                      1 0 0 0 0                          1 
      43260                                      0 0 0 0 0                          1 
      43270                                      1 0 0 0 0                          0 
      43280                                      0 1 0 0 0                          0 
      43290                                      1 1 1 0 0                          0 
      43300                                      0 1 1 0 0                          0 
      43310                                      1 1 1 1 0                          0 
      43320                                      0 1 1 1 0                          0 
      43330                                      1 1 1 1 1                          0 
      43340                                      0 1 1 1 1                          0 
      43350                                      1 1 1 1 1                          1 
      43360                                      0 0 1 1 1                          1 
      43370                                      1 0 0 1 1                          1 
      43380                                      0 0 0 1 1                          1 
      43390                                      1 0 0 0 1                          1 
      43400                                      0 0 0 0 1                          1 
      43410                                      1 0 0 0 0                          1 
      43420                                      0 0 0 0 0                          1 
      43430                                      1 0 0 0 0                          0 
      43440                                      0 1 0 0 0                          0 
      43450                                      1 1 1 0 0                          0 
      43460                                      0 1 1 0 0                          0 
      43470                                      1 1 1 1 0                          0 
      43480                                      0 1 1 1 0                          0 
      43490                                      1 1 1 1 1                          0 
      43500                                      0 1 1 1 1                          0 
      43510                                      1 1 1 1 1                          1 
      43520                                      0 0 1 1 1                          1 
      43530                                      1 0 0 1 1                          1 
      43540                                      0 0 0 1 1                          1 
      43550                                      1 0 0 0 1                          1 
      43560                                      0 0 0 0 1                          1 
      43570                                      1 0 0 0 0                          1 
      43580                                      0 0 0 0 0                          1 
      43590                                      1 0 0 0 0                          0 
      43600                                      0 1 0 0 0                          0 
      43610                                      1 1 1 0 0                          0 
      43620                                      0 1 1 0 0                          0 
      43630                                      1 1 1 1 0                          0 
      43640                                      0 1 1 1 0                          0 
      43650                                      1 1 1 1 1                          0 
      43660                                      0 1 1 1 1                          0 
      43670                                      1 1 1 1 1                          1 
      43680                                      0 0 1 1 1                          1 
      43690                                      1 0 0 1 1                          1 
      43700                                      0 0 0 1 1                          1 
      43710                                      1 0 0 0 1                          1 
      43720                                      0 0 0 0 1                          1 
      43730                                      1 0 0 0 0                          1 
      43740                                      0 0 0 0 0                          1 
      43750                                      1 0 0 0 0                          0 
      43760                                      0 1 0 0 0                          0 
      43770                                      1 1 1 0 0                          0 
      43780                                      0 1 1 0 0                          0 
      43790                                      1 1 1 1 0                          0 
      43800                                      0 1 1 1 0                          0 
      43810                                      1 1 1 1 1                          0 
      43820                                      0 1 1 1 1                          0 
      43830                                      1 1 1 1 1                          1 
      43840                                      0 0 1 1 1                          1 
      43850                                      1 0 0 1 1                          1 
      43860                                      0 0 0 1 1                          1 
      43870                                      1 0 0 0 1                          1 
      43880                                      0 0 0 0 1                          1 
      43890                                      1 0 0 0 0                          1 
      43900                                      0 0 0 0 0                          1 
      43910                                      1 0 0 0 0                          0 
      43920                                      0 1 0 0 0                          0 
      43930                                      1 1 1 0 0                          0 
      43940                                      0 1 1 0 0                          0 
      43950                                      1 1 1 1 0                          0 
      43960                                      0 1 1 1 0                          0 
      43970                                      1 1 1 1 1                          0 
      43980                                      0 1 1 1 1                          0 
      43990                                      1 1 1 1 1                          1 
      44000                                      0 0 1 1 1                          1 
      44010                                      1 0 0 1 1                          1 
      44020                                      0 0 0 1 1                          1 
      44030                                      1 0 0 0 1                          1 
      44040                                      0 0 0 0 1                          1 
      44050                                      1 0 0 0 0                          1 
      44060                                      0 0 0 0 0                          1 
      44070                                      1 0 0 0 0                          0 
      44080                                      0 1 0 0 0                          0 
      44090                                      1 1 1 0 0                          0 
      44100                                      0 1 1 0 0                          0 
      44110                                      1 1 1 1 0                          0 
      44120                                      0 1 1 1 0                          0 
      44130                                      1 1 1 1 1                          0 
      44140                                      0 1 1 1 1                          0 
      44150                                      1 1 1 1 1                          1 
      44160                                      0 0 1 1 1                          1 
      44170                                      1 0 0 1 1                          1 
      44180                                      0 0 0 1 1                          1 
      44190                                      1 0 0 0 1                          1 
      44200                                      0 0 0 0 1                          1 
      44210                                      1 0 0 0 0                          1 
      44220                                      0 0 0 0 0                          1 
      44230                                      1 0 0 0 0                          0 
      44240                                      0 1 0 0 0                          0 
      44250                                      1 1 1 0 0                          0 
      44260                                      0 1 1 0 0                          0 
      44270                                      1 1 1 1 0                          0 
      44280                                      0 1 1 1 0                          0 
      44290                                      1 1 1 1 1                          0 
      44300                                      0 1 1 1 1                          0 
      44310                                      1 1 1 1 1                          1 
      44320                                      0 0 1 1 1                          1 
      44330                                      1 0 0 1 1                          1 
      44340                                      0 0 0 1 1                          1 
      44350                                      1 0 0 0 1                          1 
      44360                                      0 0 0 0 1                          1 
      44370                                      1 0 0 0 0                          1 
      44380                                      0 0 0 0 0                          1 
      44390                                      1 0 0 0 0                          0 
      44400                                      0 1 0 0 0                          0 
      44410                                      1 1 1 0 0                          0 
      44420                                      0 1 1 0 0                          0 
      44430                                      1 1 1 1 0                          0 
      44440                                      0 1 1 1 0                          0 
      44450                                      1 1 1 1 1                          0 
      44460                                      0 1 1 1 1                          0 
      44470                                      1 1 1 1 1                          1 
      44480                                      0 0 1 1 1                          1 
      44490                                      1 0 0 1 1                          1 
      44500                                      0 0 0 1 1                          1 
      44510                                      1 0 0 0 1                          1 
      44520                                      0 0 0 0 1                          1 
      44530                                      1 0 0 0 0                          1 
      44540                                      0 0 0 0 0                          1 
      44550                                      1 0 0 0 0                          0 
      44560                                      0 1 0 0 0                          0 
      44570                                      1 1 1 0 0                          0 
      44580                                      0 1 1 0 0                          0 
      44590                                      1 1 1 1 0                          0 
      44600                                      0 1 1 1 0                          0 
      44610                                      1 1 1 1 1                          0 
      44620                                      0 1 1 1 1                          0 
      44630                                      1 1 1 1 1                          1 
      44640                                      0 0 1 1 1                          1 
      44650                                      1 0 0 1 1                          1 
      44660                                      0 0 0 1 1                          1 
      44670                                      1 0 0 0 1                          1 
      44680                                      0 0 0 0 1                          1 
      44690                                      1 0 0 0 0                          1 
      44700                                      0 0 0 0 0                          1 
      44710                                      1 0 0 0 0                          0 
      44720                                      0 1 0 0 0                          0 
      44730                                      1 1 1 0 0                          0 
      44740                                      0 1 1 0 0                          0 
      44750                                      1 1 1 1 0                          0 
      44760                                      0 1 1 1 0                          0 
      44770                                      1 1 1 1 1                          0 
      44780                                      0 1 1 1 1                          0 
      44790                                      1 1 1 1 1                          1 
      44800                                      0 0 1 1 1                          1 
      44810                                      1 0 0 1 1                          1 
      44820                                      0 0 0 1 1                          1 
      44830                                      1 0 0 0 1                          1 
      44840                                      0 0 0 0 1                          1 
      44850                                      1 0 0 0 0                          1 
      44860                                      0 0 0 0 0                          1 
      44870                                      1 0 0 0 0                          0 
      44880                                      0 1 0 0 0                          0 
      44890                                      1 1 1 0 0                          0 
      44900                                      0 1 1 0 0                          0 
      44910                                      1 1 1 1 0                          0 
      44920                                      0 1 1 1 0                          0 
      44930                                      1 1 1 1 1                          0 
      44940                                      0 1 1 1 1                          0 
      44950                                      1 1 1 1 1                          1 
      44960                                      0 0 1 1 1                          1 
      44970                                      1 0 0 1 1                          1 
      44980                                      0 0 0 1 1                          1 
      44990                                      1 0 0 0 1                          1 
      45000                                      0 0 0 0 1                          1 
      45010                                      1 0 0 0 0                          1 
      45020                                      0 0 0 0 0                          1 
      45030                                      1 0 0 0 0                          0 
      45040                                      0 1 0 0 0                          0 
      45050                                      1 1 1 0 0                          0 
      45060                                      0 1 1 0 0                          0 
      45070                                      1 1 1 1 0                          0 
      45080                                      0 1 1 1 0                          0 
      45090                                      1 1 1 1 1                          0 
      45100                                      0 1 1 1 1                          0 
      45110                                      1 1 1 1 1                          1 
      45120                                      0 0 1 1 1                          1 
      45130                                      1 0 0 1 1                          1 
      45140                                      0 0 0 1 1                          1 
      45150                                      1 0 0 0 1                          1 
      45160                                      0 0 0 0 1                          1 
      45170                                      1 0 0 0 0                          1 
      45180                                      0 0 0 0 0                          1 
      45190                                      1 0 0 0 0                          0 
      45200                                      0 1 0 0 0                          0 
      45210                                      1 1 1 0 0                          0 
      45220                                      0 1 1 0 0                          0 
      45230                                      1 1 1 1 0                          0 
      45240                                      0 1 1 1 0                          0 
      45250                                      1 1 1 1 1                          0 
      45260                                      0 1 1 1 1                          0 
      45270                                      1 1 1 1 1                          1 
      45280                                      0 0 1 1 1                          1 
      45290                                      1 0 0 1 1                          1 
      45300                                      0 0 0 1 1                          1 
      45310                                      1 0 0 0 1                          1 
      45320                                      0 0 0 0 1                          1 
      45330                                      1 0 0 0 0                          1 
      45340                                      0 0 0 0 0                          1 
      45350                                      1 0 0 0 0                          0 
      45360                                      0 1 0 0 0                          0 
      45370                                      1 1 1 0 0                          0 
      45380                                      0 1 1 0 0                          0 
      45390                                      1 1 1 1 0                          0 
      45400                                      0 1 1 1 0                          0 
      45410                                      1 1 1 1 1                          0 
      45420                                      0 1 1 1 1                          0 
      45430                                      1 1 1 1 1                          1 
      45440                                      0 0 1 1 1                          1 
      45450                                      1 0 0 1 1                          1 
      45460                                      0 0 0 1 1                          1 
      45470                                      1 0 0 0 1                          1 
      45480                                      0 0 0 0 1                          1 
      45490                                      1 0 0 0 0                          1 
      45500                                      0 0 0 0 0                          1 
      45510                                      1 0 0 0 0                          0 
      45520                                      0 1 0 0 0                          0 
      45530                                      1 1 1 0 0                          0 
      45540                                      0 1 1 0 0                          0 
      45550                                      1 1 1 1 0                          0 
      45560                                      0 1 1 1 0                          0 
      45570                                      1 1 1 1 1                          0 
      45580                                      0 1 1 1 1                          0 
      45590                                      1 1 1 1 1                          1 
      45600                                      0 0 1 1 1                          1 
      45610                                      1 0 0 1 1                          1 
      45620                                      0 0 0 1 1                          1 
      45630                                      1 0 0 0 1                          1 
      45640                                      0 0 0 0 1                          1 
      45650                                      1 0 0 0 0                          1 
      45660                                      0 0 0 0 0                          1 
      45670                                      1 0 0 0 0                          0 
      45680                                      0 1 0 0 0                          0 
      45690                                      1 1 1 0 0                          0 
      45700                                      0 1 1 0 0                          0 
      45710                                      1 1 1 1 0                          0 
      45720                                      0 1 1 1 0                          0 
      45730                                      1 1 1 1 1                          0 
      45740                                      0 1 1 1 1                          0 
      45750                                      1 1 1 1 1                          1 
